Year,Rank,Rider,Rider No.,Team,Times,Gap,B,P,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
2013,156,JÉRÔME COUSIN,53,TEAM EUROPCAR,87h 57' 50'',+ 04h 01' 10'',,,3404,21,time,316670,14470
2013,157,ROBERTO FERRARI,145,LAMPRE - MERIDA,87h 58' 49'',+ 04h 02' 09'',,,3404,21,time,316729,14529
2013,158,YOHANN GENE,55,TEAM EUROPCAR,87h 59' 46'',+ 04h 03' 06'',,,3404,21,time,316786,14586
2013,159,JÉRÔME PINEAU,155,OMEGA PHARMA-QUICK STEP,87h 59' 51'',+ 04h 03' 11'',,,3404,21,time,316791,14591
2013,160,JURGEN ROELANDTS,27,LOTTO-BELISOL,87h 59' 58'',+ 04h 03' 18'',,,3404,21,time,316798,14598
2013,161,STUART O'GRADY,188,ORICA GREENEDGE,88h 00' 07'',+ 04h 03' 27'',,,3404,21,time,316807,14607
2013,162,GREGORY HENDERSON,26,LOTTO-BELISOL,88h 01' 06'',+ 04h 04' 26'',,,3404,21,time,316866,14666
2013,163,FREDERIK WILLEMS,29,LOTTO-BELISOL,88h 01' 58'',+ 04h 05' 18'',,,3404,21,time,316918,14718
2013,164,ALBERT TIMMER,198,TEAM ARGOS-SHIMANO,88h 03' 59'',+ 04h 07' 19'',,,3404,21,time,317039,14839
2013,165,JUAN JOSÉ LOBATO DEL VALLE,115,EUSKALTEL - EUSKADI,88h 04' 39'',+ 04h 07' 59'',,,3404,21,time,317079,14879
2013,166,MARCEL KITTEL,197,TEAM ARGOS-SHIMANO,88h 06' 48'',+ 04h 10' 08'',,,3404,21,time,317208,15008
2013,167,DMITRIY MURAVYEV,69,ASTANA PRO TEAM,88h 18' 26'',+ 04h 21' 46'',,,3404,21,time,317906,15706
2013,168,ASSAN BAZAYEV,62,ASTANA PRO TEAM,88h 21' 32'',+ 04h 24' 52'',,,3404,21,time,318092,15892
2013,169,SVEIN TUFT,189,ORICA GREENEDGE,88h 24' 35'',+ 04h 27' 55'',,,3404,21,time,318275,16075
2014,1,VINCENZO NIBALI,41,ASTANA PRO TEAM,89h 59' 06'',-,,,3659,21,time,323946,0
2014,2,JEAN-CHRISTOPHE PÉRAUD,81,AG2R LA MONDIALE,90h 06' 43'',+ 00h 07' 37'',,,3659,21,time,324403,457
2014,3,THIBAUT PINOT,127,FDJ.FR,90h 07' 21'',+ 00h 08' 15'',,,3659,21,time,324441,495
2014,4,ALEJANDRO VALVERDE,11,MOVISTAR TEAM,90h 08' 46'',+ 00h 09' 40'',,,3659,21,time,324526,580
2014,5,TEJAY VAN GARDEREN,141,BMC RACING TEAM,90h 10' 30'',+ 00h 11' 24'',,,3659,21,time,324630,684
2014,6,ROMAIN BARDET,82,AG2R LA MONDIALE,90h 10' 32'',+ 00h 11' 26'',,,3659,21,time,324632,686
2014,7,LEOPOLD KONIG,201,TEAM NETAPP-ENDURA,90h 13' 38'',+ 00h 14' 32'',,,3659,21,time,324818,872
2014,8,HAIMAR ZUBELDIA,169,TREK FACTORY RACING,90h 17' 03'',+ 00h 17' 57'',,,3659,21,time,325023,1077
2014,9,LAURENS TEN DAM,67,BELKIN PRO CYCLING,90h 17' 17'',+ 00h 18' 11'',,,3659,21,time,325037,1091
2014,10,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,90h 20' 21'',+ 00h 21' 15'',,,3659,21,time,325221,1275
2014,11,PIERRE ROLLAND,151,TEAM EUROPCAR,90h 22' 13'',+ 00h 23' 07'',,,3659,21,time,325333,1387
2014,12,FRANK SCHLECK,161,TREK FACTORY RACING,90h 24' 54'',+ 00h 25' 48'',,,3659,21,time,325494,1548
2014,13,JURGEN VAN DEN BROECK,131,LOTTO-BELISOL,90h 33' 07'',+ 00h 34' 01'',,,3659,21,time,325987,2041
2014,14,YURY TROFIMOV,29,TEAM KATUSHA,90h 35' 47'',+ 00h 36' 41'',,,3659,21,time,326147,2201
2014,15,STEVEN KRUIJSWIJK,64,BELKIN PRO CYCLING,90h 37' 21'',+ 00h 38' 15'',,,3659,21,time,326241,2295
2014,16,BRICE FEILLU,211,BRETAGNE - SECHE ENVIRONNEMENT,90h 43' 05'',+ 00h 43' 59'',,,3659,21,time,326585,2639
2014,17,CHRISTOPHER HORNER,114,LAMPRE - MERIDA,90h 43' 37'',+ 00h 44' 31'',,,3659,21,time,326617,2671
2014,18,MIKEL NIEVE ITURRALDE,5,TEAM SKY,90h 45' 37'',+ 00h 46' 31'',,,3659,21,time,326737,2791
2014,19,JOHN GADRET,13,MOVISTAR TEAM,90h 46' 36'',+ 00h 47' 30'',,,3659,21,time,326796,2850
2014,20,TANEL KANGERT,46,ASTANA PRO TEAM,90h 51' 17'',+ 00h 52' 11'',,,3659,21,time,327077,3131
2014,21,BEN GASTAUER,85,AG2R LA MONDIALE,90h 57' 06'',+ 00h 58' 00'',,,3659,21,time,327426,3480
2014,22,GERAINT THOMAS,8,TEAM SKY,90h 58' 20'',+ 00h 59' 14'',,,3659,21,time,327500,3554
2014,23,RICHIE PORTE,7,TEAM SKY,91h 00' 14'',+ 01h 01' 08'',,,3659,21,time,327614,3668
2014,24,JAN BAKELANTS,72,OMEGA PHARMA-QUICK STEP,91h 05' 34'',+ 01h 06' 28'',,,3659,21,time,327934,3988
2014,25,CYRIL GAUTIER,154,TEAM EUROPCAR,91h 07' 53'',+ 01h 08' 47'',,,3659,21,time,328073,4127
2014,26,MICHAEL ROGERS,38,TINKOFF-SAXO,91h 16' 59'',+ 01h 17' 53'',,,3659,21,time,328619,4673
2014,27,PETER VELITS,149,BMC RACING TEAM,91h 18' 44'',+ 01h 19' 38'',,,3659,21,time,328724,4778
2014,28,MICHAL KWIATKOWSKI,74,OMEGA PHARMA-QUICK STEP,91h 21' 01'',+ 01h 21' 55'',,,3659,21,time,328861,4915
2014,29,TONY GALLOPIN,134,LOTTO-BELISOL,91h 28' 30'',+ 01h 29' 24'',,,3659,21,time,329310,5364
2014,30,ARNOLD JEANNESSON,124,FDJ.FR,91h 32' 33'',+ 01h 33' 27'',,,3659,21,time,329553,5607
2014,31,LUIS ANGEL MATE MARDONES,175,"COFIDIS, SOLUTIONS CREDITS",91h 35' 58'',+ 01h 36' 52'',,,3659,21,time,329758,5812
2014,32,MARCEL WYSS,199,IAM CYCLING,91h 37' 33'',+ 01h 38' 27'',,,3659,21,time,329853,5907
2014,33,TOM DUMOULIN,106,TEAM GIANT-SHIMANO,91h 47' 06'',+ 01h 48' 00'',,,3659,21,time,330426,6480
2014,34,SYLVAIN CHAVANEL,192,IAM CYCLING,91h 47' 19'',+ 01h 48' 13'',,,3659,21,time,330439,6493
2014,35,PETER STETINA,147,BMC RACING TEAM,91h 51' 42'',+ 01h 52' 36'',,,3659,21,time,330702,6756
2014,36,JAKOB FUGLSANG,42,ASTANA PRO TEAM,91h 53' 56'',+ 01h 54' 50'',,,3659,21,time,330836,6890
2014,37,GIOVANNI VISCONTI,19,MOVISTAR TEAM,91h 55' 34'',+ 01h 56' 28'',,,3659,21,time,330934,6988
2014,38,GREG VAN AVERMAET,148,BMC RACING TEAM,91h 55' 40'',+ 01h 56' 34'',,,3659,21,time,330940,6994
2014,39,NICOLAS ROCHE,37,TINKOFF-SAXO,91h 57' 51'',+ 01h 58' 45'',,,3659,21,time,331071,7125
2014,40,BRAM TANKINK,66,BELKIN PRO CYCLING,91h 58' 08'',+ 01h 59' 02'',,,3659,21,time,331088,7142
2014,41,ION IZAGIRRE INSAUSTI,16,MOVISTAR TEAM,91h 59' 56'',+ 02h 00' 50'',,,3659,21,time,331196,7250
2014,42,THOMAS VOECKLER,159,TEAM EUROPCAR,92h 07' 44'',+ 02h 08' 38'',,,3659,21,time,331664,7718
2014,43,MICHAEL SCHÄR,146,BMC RACING TEAM,92h 08' 49'',+ 02h 09' 43'',,,3659,21,time,331729,7783
2014,44,RAFAL MAJKA,34,TINKOFF-SAXO,92h 16' 59'',+ 02h 17' 53'',,,3659,21,time,332219,8273
2014,45,AMAEL MOINARD,144,BMC RACING TEAM,92h 18' 19'',+ 02h 19' 13'',,,3659,21,time,332299,8353
2014,46,KRISTIJAN ÐURASEK,113,LAMPRE - MERIDA,92h 20' 24'',+ 02h 21' 18'',,,3659,21,time,332424,8478
2014,47,TONY MARTIN,75,OMEGA PHARMA-QUICK STEP,92h 24' 41'',+ 02h 25' 35'',,,3659,21,time,332681,8735
2014,48,JOSÉ SERPA,118,LAMPRE - MERIDA,92h 28' 12'',+ 02h 29' 06'',,,3659,21,time,332892,8946
2014,49,MICHELE SCARPONI,47,ASTANA PRO TEAM,92h 30' 46'',+ 02h 31' 40'',,,3659,21,time,333046,9100
2014,50,PAUL VOSS,209,TEAM NETAPP-ENDURA,92h 31' 54'',+ 02h 32' 48'',,,3659,21,time,333114,9168
2014,51,RUDY MOLARD,176,"COFIDIS, SOLUTIONS CREDITS",92h 33' 28'',+ 02h 34' 22'',,,3659,21,time,333208,9262
2014,52,ALESSANDRO DE MARCHI,53,CANNONDALE,92h 34' 00'',+ 02h 34' 54'',,,3659,21,time,333240,9294
2014,53,BENJAMIN KING,95,GARMIN - SHARP,92h 41' 05'',+ 02h 41' 59'',,,3659,21,time,333665,9719
2014,54,JOAQUIM RODRIGUEZ,21,TEAM KATUSHA,92h 44' 23'',+ 02h 45' 17'',,,3659,21,time,333863,9917
2014,55,MICHAL GOLAS,73,OMEGA PHARMA-QUICK STEP,92h 48' 09'',+ 02h 49' 03'',,,3659,21,time,334089,10143
2014,56,TOM-JELTE SLAGTER,98,GARMIN - SHARP,92h 48' 26'',+ 02h 49' 20'',,,3659,21,time,334106,10160
2014,57,JÉRÉMY ROY,128,FDJ.FR,92h 48' 34'',+ 02h 49' 28'',,,3659,21,time,334114,10168
2014,58,JÉRÔME PINEAU,197,IAM CYCLING,92h 50' 52'',+ 02h 51' 46'',,,3659,21,time,334252,10306
2014,59,MIKAEL CHEREL,83,AG2R LA MONDIALE,92h 51' 06'',+ 02h 52' 00'',,,3659,21,time,334266,10320
2014,60,PETER SAGAN,51,CANNONDALE,92h 51' 58'',+ 02h 52' 52'',,,3659,21,time,334318,10372
2014,61,JESUS HERRADA,14,MOVISTAR TEAM,92h 52' 24'',+ 02h 53' 18'',,,3659,21,time,334344,10398
2014,62,FLORIAN GUILLOU,217,BRETAGNE - SECHE ENVIRONNEMENT,92h 52' 26'',+ 02h 53' 20'',,,3659,21,time,334346,10400
2014,63,MARKEL IRIZAR ARRANBURU,164,TREK FACTORY RACING,92h 52' 50'',+ 02h 53' 44'',,,3659,21,time,334370,10424
2014,64,ADAM JAMES HANSEN,136,LOTTO-BELISOL,92h 53' 24'',+ 02h 54' 18'',,,3659,21,time,334404,10458
2014,65,YUKIYA ARASHIRO,152,TEAM EUROPCAR,92h 54' 33'',+ 02h 55' 27'',,,3659,21,time,334473,10527
2014,66,MATTEO MONTAGUTI,88,AG2R LA MONDIALE,92h 54' 53'',+ 02h 55' 47'',,,3659,21,time,334493,10547
2014,67,JENS KEUKELEIRE,186,ORICA GREENEDGE,92h 55' 18'',+ 02h 56' 12'',,,3659,21,time,334518,10572
2014,68,BARTOSZ HUZARSKI,205,TEAM NETAPP-ENDURA,92h 57' 06'',+ 02h 58' 00'',,,3659,21,time,334626,10680
2014,69,DANIEL OSS,145,BMC RACING TEAM,92h 57' 47'',+ 02h 58' 41'',,,3659,21,time,334667,10721
2014,70,MICHAEL ALBASINI,182,ORICA GREENEDGE,93h 04' 57'',+ 03h 05' 51'',,,3659,21,time,335097,11151
2014,71,JAN BARTA,202,TEAM NETAPP-ENDURA,93h 06' 24'',+ 03h 07' 18'',,,3659,21,time,335184,11238
2014,72,TIAGO MACHADO,206,TEAM NETAPP-ENDURA,93h 07' 09'',+ 03h 08' 03'',,,3659,21,time,335229,11283
2014,73,KÉVIN REZA,158,TEAM EUROPCAR,93h 07' 18'',+ 03h 08' 12'',,,3659,21,time,335238,11292
2014,74,JOHAN VAN SUMMEREN,99,GARMIN - SHARP,93h 07' 46'',+ 03h 08' 40'',,,3659,21,time,335266,11320
2014,75,MARTIN ELMIGER,193,IAM CYCLING,93h 11' 16'',+ 03h 12' 10'',,,3659,21,time,335476,11530
2014,76,MATTHIEU LADAGNOUS,125,FDJ.FR,93h 13' 47'',+ 03h 14' 41'',,,3659,21,time,335627,11681
2014,77,NICOLAS EDET,172,"COFIDIS, SOLUTIONS CREDITS",93h 18' 40'',+ 03h 19' 34'',,,3659,21,time,335920,11974
2014,78,ANTHONY DELAPLACE,213,BRETAGNE - SECHE ENVIRONNEMENT,93h 19' 54'',+ 03h 20' 48'',,,3659,21,time,335994,12048
2014,79,LIEUWE WESTRA,49,ASTANA PRO TEAM,93h 20' 10'',+ 03h 21' 04'',,,3659,21,time,336010,12064
2014,80,MARCO MARCATO,56,CANNONDALE,93h 20' 22'',+ 03h 21' 16'',,,3659,21,time,336022,12076
2014,81,IMANOL ERVITI,12,MOVISTAR TEAM,93h 21' 54'',+ 03h 22' 48'',,,3659,21,time,336114,12168
2014,82,LARS BAK YTTING,132,LOTTO-BELISOL,93h 22' 47'',+ 03h 23' 41'',,,3659,21,time,336167,12221
2014,83,PERRIG QUEMENEUR,157,TEAM EUROPCAR,93h 24' 52'',+ 03h 25' 46'',,,3659,21,time,336292,12346
2014,84,BLEL KADRI,86,AG2R LA MONDIALE,93h 25' 29'',+ 03h 26' 23'',,,3659,21,time,336329,12383
2014,85,SÉBASTIEN REICHENBACH,198,IAM CYCLING,93h 26' 58'',+ 03h 27' 52'',,,3659,21,time,336418,12472
2014,86,VASILI KIRYIENKA,3,TEAM SKY,93h 29' 29'',+ 03h 30' 23'',,,3659,21,time,336569,12623
2014,87,NELSON DOS SANTOS SIMOES OLIVEIRA,116,LAMPRE - MERIDA,93h 29' 42'',+ 03h 30' 36'',,,3659,21,time,336582,12636
2014,88,REIN TAARAMÄE,179,"COFIDIS, SOLUTIONS CREDITS",93h 34' 07'',+ 03h 35' 01'',,,3659,21,time,336847,12901
2014,89,SERGIO MIGUEL MOREIRA PAULINHO,36,TINKOFF-SAXO,93h 35' 39'',+ 03h 36' 33'',,,3659,21,time,336939,12993
2014,90,SAMUEL DUMOULIN,84,AG2R LA MONDIALE,93h 37' 10'',+ 03h 38' 04'',,,3659,21,time,337030,13084
2014,91,RUBEN PLAZA MOLINA,17,MOVISTAR TEAM,93h 37' 33'',+ 03h 38' 27'',,,3659,21,time,337053,13107
2014,92,KOEN DE KORT,103,TEAM GIANT-SHIMANO,93h 37' 58'',+ 03h 38' 52'',,,3659,21,time,337078,13132
2014,93,MATTEO TRENTIN,79,OMEGA PHARMA-QUICK STEP,93h 38' 02'',+ 03h 38' 56'',,,3659,21,time,337082,13136
2014,94,NIKI TERPSTRA,78,OMEGA PHARMA-QUICK STEP,93h 38' 10'',+ 03h 39' 04'',,,3659,21,time,337090,13144
2014,95,ANDREY GRIVKO,43,ASTANA PRO TEAM,93h 38' 34'',+ 03h 39' 28'',,,3659,21,time,337114,13168
2014,96,DANIELE BENNATI,32,TINKOFF-SAXO,93h 39' 52'',+ 03h 40' 46'',,,3659,21,time,337192,13246
2014,97,LARS BOOM,62,BELKIN PRO CYCLING,93h 40' 30'',+ 03h 41' 24'',,,3659,21,time,337230,13284
2014,98,MATTHEW BUSCHE,162,TREK FACTORY RACING,93h 41' 04'',+ 03h 41' 58'',,,3659,21,time,337264,13318
2014,99,SÉBASTIEN MINARD,87,AG2R LA MONDIALE,93h 41' 29'',+ 03h 42' 23'',,,3659,21,time,337289,13343
2014,100,GATIS SMUKULIS,27,TEAM KATUSHA,93h 42' 31'',+ 03h 43' 25'',,,3659,21,time,337351,13405
2014,101,GREGORY RAST,165,TREK FACTORY RACING,93h 42' 43'',+ 03h 43' 37'',,,3659,21,time,337363,13417
2014,102,CEDRIC PINEAU,126,FDJ.FR,93h 43' 28'',+ 03h 44' 22'',,,3659,21,time,337408,13462
2014,103,FLORIAN VACHON,219,BRETAGNE - SECHE ENVIRONNEMENT,93h 43' 46'',+ 03h 44' 40'',,,3659,21,time,337426,13480
2014,104,BRYAN COQUARD,153,TEAM EUROPCAR,93h 43' 51'',+ 03h 44' 45'',,,3659,21,time,337431,13485
2014,105,DAVID LOPEZ GARCIA,4,TEAM SKY,93h 44' 19'',+ 03h 45' 13'',,,3659,21,time,337459,13513
2014,106,SEP VANMARCKE,68,BELKIN PRO CYCLING,93h 45' 00'',+ 03h 45' 54'',,,3659,21,time,337500,13554
2014,107,ALEXANDRE PICHOT,156,TEAM EUROPCAR,93h 45' 41'',+ 03h 46' 35'',,,3659,21,time,337541,13595
2014,108,JENS VOIGT,168,TREK FACTORY RACING,93h 45' 43'',+ 03h 46' 37'',,,3659,21,time,337543,13597
2014,109,JULIEN SIMON,178,"COFIDIS, SOLUTIONS CREDITS",93h 46' 02'',+ 03h 46' 56'',,,3659,21,time,337562,13616
2014,110,CYRIL LEMOINE,174,"COFIDIS, SOLUTIONS CREDITS",93h 46' 22'',+ 03h 47' 16'',,,3659,21,time,337582,13636
2014,111,JURGEN ROELANDTS,138,LOTTO-BELISOL,93h 51' 45'',+ 03h 52' 39'',,,3659,21,time,337905,13959
2014,112,MACIEJ BODNAR,52,CANNONDALE,93h 51' 58'',+ 03h 52' 52'',,,3659,21,time,337918,13972
2014,113,SIMON CLARKE,183,ORICA GREENEDGE,93h 54' 44'',+ 03h 55' 38'',,,3659,21,time,338084,14138
2014,114,BENAT INTXAUSTI ELORRIAGA,15,MOVISTAR TEAM,93h 54' 59'',+ 03h 55' 53'',,,3659,21,time,338099,14153
2014,115,JEAN-MARC BIDEAU,212,BRETAGNE - SECHE ENVIRONNEMENT,93h 57' 14'',+ 03h 58' 08'',,,3659,21,time,338234,14288
2014,116,ROY CURVERS,102,TEAM GIANT-SHIMANO,93h 57' 29'',+ 03h 58' 23'',,,3659,21,time,338249,14303
2014,117,MAARTEN WYNANTS,69,BELKIN PRO CYCLING,94h 00' 15'',+ 04h 01' 09'',,,3659,21,time,338415,14469
2014,118,FABIO SABATINI,58,CANNONDALE,94h 00' 27'',+ 04h 01' 21'',,,3659,21,time,338427,14481
2014,119,MATTEO TOSATTO,39,TINKOFF-SAXO,94h 00' 59'',+ 04h 01' 53'',,,3659,21,time,338459,14513
2014,120,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,94h 03' 06'',+ 04h 04' 00'',,,3659,21,time,338586,14640
2014,121,CHRISTIAN MEIER,187,ORICA GREENEDGE,94h 04' 19'',+ 04h 05' 13'',,,3659,21,time,338659,14713
2014,122,LUKE DURBRIDGE,184,ORICA GREENEDGE,94h 05' 05'',+ 04h 05' 59'',,,3659,21,time,338705,14759
2014,123,JOHN DEGENKOLB,104,TEAM GIANT-SHIMANO,94h 05' 48'',+ 04h 06' 42'',,,3659,21,time,338748,14802
2014,124,JOSÉ PIMENTA COSTA MENDES,207,TEAM NETAPP-ENDURA,94h 06' 40'',+ 04h 07' 34'',,,3659,21,time,338800,14854
2014,125,ALEXANDER KRISTOFF,23,TEAM KATUSHA,94h 10' 52'',+ 04h 11' 46'',,,3659,21,time,339052,15106
2014,126,BERNHARD EISEL,2,TEAM SKY,94h 12' 27'',+ 04h 13' 21'',,,3659,21,time,339147,15201
2014,127,ALEX HOWES,94,GARMIN - SHARP,94h 17' 49'',+ 04h 18' 43'',,,3659,21,time,339469,15523
2014,128,YOHANN GENE,155,TEAM EUROPCAR,94h 18' 17'',+ 04h 19' 11'',,,3659,21,time,339497,15551
2014,129,MAXIM IGLINSKIY,45,ASTANA PRO TEAM,94h 21' 13'',+ 04h 22' 07'',,,3659,21,time,339673,15727
2014,130,DMITRIY GRUZDEV,44,ASTANA PRO TEAM,94h 21' 39'',+ 04h 22' 33'',,,3659,21,time,339699,15753
2014,131,SVEIN TUFT,188,ORICA GREENEDGE,94h 21' 58'',+ 04h 22' 52'',,,3659,21,time,339718,15772
2014,132,ARNAUD GERARD,216,BRETAGNE - SECHE ENVIRONNEMENT,94h 23' 21'',+ 04h 24' 15'',,,3659,21,time,339801,15855
2014,133,THOMAS LEEZER,65,BELKIN PRO CYCLING,94h 23' 27'',+ 04h 24' 21'',,,3659,21,time,339807,15861
2014,134,MICHAEL MØRKØV,35,TINKOFF-SAXO,94h 25' 35'',+ 04h 26' 29'',,,3659,21,time,339935,15989
2014,135,KRISTIJAN KOREN,55,CANNONDALE,94h 28' 20'',+ 04h 29' 14'',,,3659,21,time,340100,16154
2014,136,LUCA PAOLINI,24,TEAM KATUSHA,94h 28' 49'',+ 04h 29' 43'',,,3659,21,time,340129,16183
2014,137,JACK BAUER,93,GARMIN - SHARP,94h 29' 03'',+ 04h 29' 57'',,,3659,21,time,340143,16197
2014,138,ARMINDO FONSECA,215,BRETAGNE - SECHE ENVIRONNEMENT,94h 29' 58'',+ 04h 30' 52'',,,3659,21,time,340198,16252
2014,139,ROGER KLUGE,196,IAM CYCLING,94h 32' 51'',+ 04h 33' 45'',,,3659,21,time,340371,16425
2014,140,SEBASTIAN LANGEVELD,96,GARMIN - SHARP,94h 33' 35'',+ 04h 34' 29'',,,3659,21,time,340415,16469
2014,141,RAMUNAS NAVARDAUSKAS,97,GARMIN - SHARP,94h 36' 48'',+ 04h 37' 42'',,,3659,21,time,340608,16662
2014,142,MARK RENSHAW,77,OMEGA PHARMA-QUICK STEP,94h 38' 09'',+ 04h 39' 03'',,,3659,21,time,340689,16743
2014,143,MICKAEL DELAGE,123,FDJ.FR,94h 38' 46'',+ 04h 39' 40'',,,3659,21,time,340726,16780
2014,144,ANDREAS SCHILLINGER,208,TEAM NETAPP-ENDURA,94h 39' 12'',+ 04h 40' 06'',,,3659,21,time,340752,16806
2014,145,MARCEL SIEBERG,139,LOTTO-BELISOL,94h 40' 27'',+ 04h 41' 21'',,,3659,21,time,340827,16881
2014,146,ALBERT TIMMER,108,TEAM GIANT-SHIMANO,94h 41' 34'',+ 04h 42' 28'',,,3659,21,time,340894,16948
2014,147,ALESSANDRO VANOTTI,48,ASTANA PRO TEAM,94h 41' 54'',+ 04h 42' 48'',,,3659,21,time,340914,16968
2014,148,ALESSANDRO PETACCHI,76,OMEGA PHARMA-QUICK STEP,94h 43' 53'',+ 04h 44' 47'',,,3659,21,time,341033,17087
2014,149,ANDRÉ GREIPEL,135,LOTTO-BELISOL,94h 44' 00'',+ 04h 44' 54'',,,3659,21,time,341040,17094
2014,150,ROMAIN FEILLU,214,BRETAGNE - SECHE ENVIRONNEMENT,94h 44' 10'',+ 04h 45' 04'',,,3659,21,time,341050,17104
2014,151,ZAKKARI DEMPSTER,204,TEAM NETAPP-ENDURA,94h 44' 10'',+ 04h 45' 04'',,,3659,21,time,341050,17104
2014,152,BENOIT JARRIER,218,BRETAGNE - SECHE ENVIRONNEMENT,94h 45' 34'',+ 04h 46' 28'',,,3659,21,time,341134,17188
2014,153,DANNY PATE,6,TEAM SKY,94h 46' 58'',+ 04h 47' 52'',,,3659,21,time,341218,17272
2014,154,MARCUS BURGHARDT,143,BMC RACING TEAM,94h 47' 46'',+ 04h 48' 40'',,,3659,21,time,341266,17320
2014,155,TOM VEELERS,109,TEAM GIANT-SHIMANO,94h 52' 29'',+ 04h 53' 23'',,,3659,21,time,341549,17603
2014,156,ADRIEN PETIT,177,"COFIDIS, SOLUTIONS CREDITS",94h 57' 26'',+ 04h 58' 20'',,,3659,21,time,341846,17900
2014,157,VLADIMIR ISAICHEV,22,TEAM KATUSHA,94h 57' 36'',+ 04h 58' 30'',,,3659,21,time,341856,17910
2014,158,WILLIAM BONNET,122,FDJ.FR,94h 59' 03'',+ 04h 59' 57'',,,3659,21,time,341943,17997
2014,159,ARNAUD DEMARE,121,FDJ.FR,94h 59' 35'',+ 05h 00' 29'',,,3659,21,time,341975,18029
2014,160,JEAN MARC MARINO,57,CANNONDALE,95h 02' 52'',+ 05h 03' 46'',,,3659,21,time,342172,18226
2014,161,MARCEL KITTEL,101,TEAM GIANT-SHIMANO,95h 05' 33'',+ 05h 06' 27'',,,3659,21,time,342333,18387
2014,162,ELIA VIVIANI,59,CANNONDALE,95h 09' 46'',+ 05h 10' 40'',,,3659,21,time,342586,18640
2014,163,DAVIDE CIMOLAI,112,LAMPRE - MERIDA,95h 11' 04'',+ 05h 11' 58'',,,3659,21,time,342664,18718
2014,164,CHENG JI,107,TEAM GIANT-SHIMANO,96h 01' 30'',+ 06h 02' 24'',,,3659,21,time,345690,21744
2015,1,CHRIS FROOME,31,TEAM SKY,84h 46' 14'',-,,,3354,21,time,305174,0
2015,2,NAIRO QUINTANA,51,MOVISTAR TEAM,84h 47' 26'',+ 00h 01' 12'',,,3354,21,time,305246,72
2015,3,ALEJANDRO VALVERDE,59,MOVISTAR TEAM,84h 51' 39'',+ 00h 05' 25'',,,3354,21,time,305499,325
2015,4,VINCENZO NIBALI,1,ASTANA PRO TEAM,84h 54' 50'',+ 00h 08' 36'',,,3354,21,time,305690,516
2015,5,ALBERTO CONTADOR,41,TINKOFF-SAXO,84h 56' 02'',+ 00h 09' 48'',,,3354,21,time,305762,588
2015,6,ROBERT GESINK,131,TEAM LOTTO NL - JUMBO,84h 57' 01'',+ 00h 10' 47'',,,3354,21,time,305821,647
2015,7,BAUKE MOLLEMA,141,TREK FACTORY RACING,85h 01' 28'',+ 00h 15' 14'',,,3354,21,time,306088,914
2015,8,MATHIAS FRANK,181,IAM CYCLING,85h 01' 53'',+ 00h 15' 39'',,,3354,21,time,306113,939
2015,9,ROMAIN BARDET,12,AG2R LA MONDIALE,85h 02' 14'',+ 00h 16' 00'',,,3354,21,time,306134,960
2015,10,PIERRE ROLLAND,121,TEAM EUROPCAR,85h 03' 44'',+ 00h 17' 30'',,,3354,21,time,306224,1050
2015,11,ANDREW TALANSKY,161,TEAM CANNONDALE-GARMIN,85h 08' 20'',+ 00h 22' 06'',,,3354,21,time,306500,1326
2015,12,SAMUEL SANCHEZ,66,BMC RACING TEAM,85h 09' 04'',+ 00h 22' 50'',,,3354,21,time,306544,1370
2015,13,SERGE PAUWELS,218,MTN-QHUBEKA,85h 17' 17'',+ 00h 31' 03'',,,3354,21,time,307037,1863
2015,14,WARREN BARGUIL,82,TEAM GIANT-ALPECIN,85h 17' 29'',+ 00h 31' 15'',,,3354,21,time,307049,1875
2015,15,GERAINT THOMAS,39,TEAM SKY,85h 17' 53'',+ 00h 31' 39'',,,3354,21,time,307073,1899
2015,16,THIBAUT PINOT,21,FDJ,85h 25' 06'',+ 00h 38' 52'',,,3354,21,time,307506,2332
2015,17,ROMAN KREUZIGER,44,TINKOFF-SAXO,85h 49' 05'',+ 01h 02' 51'',,,3354,21,time,308945,3771
2015,18,MIKAEL CHEREL,14,AG2R LA MONDIALE,85h 51' 14'',+ 01h 05' 00'',,,3354,21,time,309074,3900
2015,19,JARLINSON PANTANO GOMEZ,188,IAM CYCLING,85h 55' 22'',+ 01h 09' 08'',,,3354,21,time,309322,4148
2015,20,JAN BAKELANTS,13,AG2R LA MONDIALE,86h 02' 50'',+ 01h 16' 36'',,,3354,21,time,309770,4596
2015,21,STEVEN KRUIJSWIJK,133,TEAM LOTTO NL - JUMBO,86h 07' 41'',+ 01h 21' 27'',,,3354,21,time,310061,4887
2015,22,TANEL KANGERT,6,ASTANA PRO TEAM,86h 11' 12'',+ 01h 24' 58'',,,3354,21,time,310272,5098
2015,23,JAKOB FUGLSANG,3,ASTANA PRO TEAM,86h 11' 37'',+ 01h 25' 23'',,,3354,21,time,310297,5123
2015,24,JONATHAN CASTROVIEJO NICOLAS,53,MOVISTAR TEAM,86h 12' 19'',+ 01h 26' 05'',,,3354,21,time,310339,5165
2015,25,JAN BARTA,192,BORA-ARGON 18,86h 13' 10'',+ 01h 26' 56'',,,3354,21,time,310390,5216
