Rank,Rider,Rider No.,Team,Times,Gap,B,P,Year,Duration (seconds),Gap (seconds),Result type
149,ALBERT TIMMER,218,TEAM ARGOS-SHIMANO,91h 15' 24'',+ 03h 40' 37'',,,2012,328524,13237,time
150,JULIEN FOUCHARD,85,COFIDIS LE CREDIT EN LIGNE,91h 17' 18'',+ 03h 42' 31'',,,2012,328638,13351,time
151,SEBASTIAN LANGEVELD,207,ORICA GREENEDGE,91h 24' 59'',+ 03h 50' 12'',,,2012,329099,13812,time
152,TYLER FARRAR,63,GARMIN-SHARP,91h 29' 32'',+ 03h 54' 45'',,,2012,329372,14085,time
153,JAN GHYSELINCK,86,COFIDIS LE CREDIT EN LIGNE,91h 31' 51'',+ 03h 57' 04'',,,2012,329511,14224,time
154,JIMMY ENGOULVENT,93,SAUR-SOJASUN,91h 32' 23'',+ 03h 57' 36'',,,2012,329543,14256,time
1,CHRIS FROOME,1,SKY PROCYCLING,83h 56' 40'',-,,,2013,302200,0,time
2,NAIRO QUINTANA,128,MOVISTAR TEAM,84h 01' 00'',+ 00h 04' 20'',,,2013,302460,260,time
3,JOAQUIN RODRIGUEZ OLIVER,101,KATUSHA TEAM,84h 01' 44'',+ 00h 05' 04'',,,2013,302504,304,time
4,ALBERTO CONTADOR,91,TEAM SAXO-TINKOFF,84h 03' 07'',+ 00h 06' 27'',,,2013,302587,387,time
5,ROMAN KREUZIGER,94,TEAM SAXO-TINKOFF,84h 04' 07'',+ 00h 07' 27'',,,2013,302647,447,time
6,BAUKE MOLLEMA,164,BELKIN PRO CYCLING,84h 08' 22'',+ 00h 11' 42'',,,2013,302902,702,time
7,JAKOB FUGLSANG,63,ASTANA PRO TEAM,84h 08' 57'',+ 00h 12' 17'',,,2013,302937,737,time
8,ALEJANDRO VALVERDE,121,MOVISTAR TEAM,84h 12' 06'',+ 00h 15' 26'',,,2013,303126,926,time
9,DANIEL NAVARRO GARCIA,139,"COFIDIS, SOLUTIONS CREDITS",84h 12' 32'',+ 00h 15' 52'',,,2013,303152,952,time
10,ANDREW TALANSKY,178,GARMIN - SHARP,84h 14' 19'',+ 00h 17' 39'',,,2013,303259,1059,time
11,MICHAL KWIATKOWSKI,153,OMEGA PHARMA-QUICK STEP,84h 15' 39'',+ 00h 18' 59'',,,2013,303339,1139,time
12,MIKEL NIEVE ITURRALDE,116,EUSKALTEL - EUSKADI,84h 16' 41'',+ 00h 20' 01'',,,2013,303401,1201,time
13,LAURENS TEN DAM,167,BELKIN PRO CYCLING,84h 18' 19'',+ 00h 21' 39'',,,2013,303499,1299,time
14,MAXIME MONFORT,47,RADIOSHACK LEOPARD,84h 20' 18'',+ 00h 23' 38'',,,2013,303618,1418,time
15,ROMAIN BARDET,82,AG2R LA MONDIALE,84h 23' 22'',+ 00h 26' 42'',,,2013,303802,1602,time
16,MICHAEL ROGERS,98,TEAM SAXO-TINKOFF,84h 23' 31'',+ 00h 26' 51'',,,2013,303811,1611,time
17,DANIEL MORENO FERNANDEZ,106,KATUSHA TEAM,84h 29' 14'',+ 00h 32' 34'',,,2013,304154,1954,time
18,JAN BAKELANTS,42,RADIOSHACK LEOPARD,84h 32' 31'',+ 00h 35' 51'',,,2013,304351,2151,time
19,RICHIE PORTE,6,SKY PROCYCLING,84h 36' 21'',+ 00h 39' 41'',,,2013,304581,2381,time
20,ANDY SCHLECK,41,RADIOSHACK LEOPARD,84h 38' 26'',+ 00h 41' 46'',,,2013,304706,2506,time
21,JOSÉ SERPA,149,LAMPRE - MERIDA,84h 41' 48'',+ 00h 45' 08'',,,2013,304908,2708,time
22,JOHN GADRET,86,AG2R LA MONDIALE,84h 42' 40'',+ 00h 46' 00'',,,2013,304960,2760,time
23,IGOR ANTON HERNANDEZ,111,EUSKALTEL - EUSKADI,84h 44' 47'',+ 00h 48' 07'',,,2013,305087,2887,time
24,PIERRE ROLLAND,51,TEAM EUROPCAR,84h 48' 55'',+ 00h 52' 15'',,,2013,305335,3135,time
25,PETER VELITS,159,OMEGA PHARMA-QUICK STEP,84h 50' 40'',+ 00h 54' 00'',,,2013,305440,3240,time
26,ROBERT GESINK,162,BELKIN PRO CYCLING,84h 51' 05'',+ 00h 54' 25'',,,2013,305465,3265,time
27,RUI COSTA,124,MOVISTAR TEAM,84h 51' 14'',+ 00h 54' 34'',,,2013,305474,3274,time
28,WOUTER POELS,201,VACANSOLEIL-DCM,84h 53' 13'',+ 00h 56' 33'',,,2013,305593,3393,time
29,ARNOLD JEANNESSON,77,FDJ.FR,84h 53' 46'',+ 00h 57' 06'',,,2013,305626,3426,time
30,ANDREAS KLÖDEN,46,RADIOSHACK LEOPARD,84h 59' 23'',+ 01h 02' 43'',,,2013,305963,3763,time
31,SYLVAIN CHAVANEL,152,OMEGA PHARMA-QUICK STEP,85h 00' 21'',+ 01h 03' 41'',,,2013,306021,3821,time
32,CYRIL GAUTIER,54,TEAM EUROPCAR,85h 09' 22'',+ 01h 12' 42'',,,2013,306562,4362,time
33,DANIEL MARTIN,175,GARMIN - SHARP,85h 09' 48'',+ 01h 13' 08'',,,2013,306588,4388,time
34,HUBERT DUPONT,85,AG2R LA MONDIALE,85h 11' 39'',+ 01h 14' 59'',,,2013,306699,4499,time
35,STEVE MORABITO,36,BMC RACING TEAM,85h 17' 19'',+ 01h 20' 39'',,,2013,307039,4839,time
36,HAIMAR ZUBELDIA,49,RADIOSHACK LEOPARD,85h 21' 02'',+ 01h 24' 22'',,,2013,307262,5062,time
37,CHRISTOPHE RIBLON,89,AG2R LA MONDIALE,85h 24' 37'',+ 01h 27' 57'',,,2013,307477,5277,time
38,BART DE CLERCQ,23,LOTTO-BELISOL,85h 24' 46'',+ 01h 28' 06'',,,2013,307486,5286,time
39,CADEL EVANS,31,BMC RACING TEAM,85h 26' 54'',+ 01h 30' 14'',,,2013,307614,5414,time
40,NICOLAS ROCHE,97,TEAM SAXO-TINKOFF,85h 30' 57'',+ 01h 34' 17'',,,2013,307857,5657,time
41,TOM DUMOULIN,194,TEAM ARGOS-SHIMANO,85h 31' 10'',+ 01h 34' 30'',,,2013,307870,5670,time
42,MIKEL ASTARLOZA,112,EUSKALTEL - EUSKADI,85h 33' 07'',+ 01h 36' 27'',,,2013,307987,5787,time
43,JESUS ALBERTO HERNANDEZ BLAZQUEZ,93,TEAM SAXO-TINKOFF,85h 33' 20'',+ 01h 36' 40'',,,2013,308000,5800,time
44,ALEXANDRE GENIEZ,76,FDJ.FR,85h 34' 46'',+ 01h 38' 06'',,,2013,308086,5886,time
45,TEJAY VAN GARDEREN,39,BMC RACING TEAM,85h 35' 37'',+ 01h 38' 57'',,,2013,308137,5937,time
46,ALEXIS VUILLERMOZ,219,SOJASUN,85h 36' 45'',+ 01h 40' 05'',,,2013,308205,6005,time
47,RUBEN PLAZA MOLINA,127,MOVISTAR TEAM,85h 37' 15'',+ 01h 40' 35'',,,2013,308235,6035,time
48,EDUARD VORGANOV,109,KATUSHA TEAM,85h 39' 21'',+ 01h 42' 41'',,,2013,308361,6161,time
49,DAVIDE MALACARNE,56,TEAM EUROPCAR,85h 41' 30'',+ 01h 44' 50'',,,2013,308490,6290,time
50,LARS PETTER NORDHAUG,165,BELKIN PRO CYCLING,85h 46' 22'',+ 01h 49' 42'',,,2013,308782,6582,time
51,YURY TROFIMOV,108,KATUSHA TEAM,85h 46' 34'',+ 01h 49' 54'',,,2013,308794,6594,time
52,MAXIME MEDEREL,217,SOJASUN,85h 49' 41'',+ 01h 53' 01'',,,2013,308981,6781,time
53,LAURENT DIDIER,43,RADIOSHACK LEOPARD,85h 55' 33'',+ 01h 58' 53'',,,2013,309333,7133,time
54,ANDREY AMADOR,122,MOVISTAR TEAM,85h 55' 39'',+ 01h 58' 59'',,,2013,309339,7139,time
55,DAMIANO CUNEGO,141,LAMPRE - MERIDA,85h 56' 18'',+ 01h 59' 38'',,,2013,309378,7178,time
56,AMAEL MOINARD,35,BMC RACING TEAM,85h 56' 43'',+ 02h 00' 03'',,,2013,309403,7203,time
57,PRZEMYSLAW NIEMIEC,148,LAMPRE - MERIDA,85h 57' 08'',+ 02h 00' 28'',,,2013,309428,7228,time
58,TONY GALLOPIN,44,RADIOSHACK LEOPARD,85h 59' 39'',+ 02h 02' 59'',,,2013,309579,7379,time
59,PIERRICK FEDRIGO,74,FDJ.FR,86h 00' 59'',+ 02h 04' 19'',,,2013,309659,7459,time
60,THOMAS DANIELSON,173,GARMIN - SHARP,86h 02' 08'',+ 02h 05' 28'',,,2013,309728,7528,time
61,GUILLAUME LEVARLET,136,"COFIDIS, SOLUTIONS CREDITS",86h 03' 41'',+ 02h 07' 01'',,,2013,309821,7621,time
62,PHILIPPE GILBERT,34,BMC RACING TEAM,86h 03' 51'',+ 02h 07' 11'',,,2013,309831,7631,time
63,JÉRÔME COPPEL,133,"COFIDIS, SOLUTIONS CREDITS",86h 05' 53'',+ 02h 09' 13'',,,2013,309953,7753,time
64,BRAM TANKINK,166,BELKIN PRO CYCLING,86h 06' 52'',+ 02h 10' 12'',,,2013,310012,7812,time
65,THOMAS VOECKLER,59,TEAM EUROPCAR,86h 09' 28'',+ 02h 12' 48'',,,2013,310168,7968,time
66,ARTHUR VICHOT,79,FDJ.FR,86h 11' 46'',+ 02h 15' 06'',,,2013,310306,8106,time
67,JENS VOIGT,48,RADIOSHACK LEOPARD,86h 11' 49'',+ 02h 15' 09'',,,2013,310309,8109,time
68,SIMON CLARKE,183,ORICA GREENEDGE,86h 16' 54'',+ 02h 20' 14'',,,2013,310614,8414,time
69,ION IZAGUIRRE INSAUSTI,114,EUSKALTEL - EUSKADI,86h 18' 12'',+ 02h 21' 32'',,,2013,310692,8492,time
70,RYDER HESJEDAL,171,GARMIN - SHARP,86h 18' 21'',+ 02h 21' 41'',,,2013,310701,8501,time
71,ALESSANDRO DE MARCHI,13,CANNONDALE,86h 19' 51'',+ 02h 23' 11'',,,2013,310791,8591,time
72,ADAM JAMES HANSEN,25,LOTTO-BELISOL,86h 19' 55'',+ 02h 23' 15'',,,2013,310795,8595,time
73,RUDY MOLARD,138,"COFIDIS, SOLUTIONS CREDITS",86h 22' 05'',+ 02h 25' 25'',,,2013,310925,8725,time
74,DARYL IMPEY,185,ORICA GREENEDGE,86h 23' 17'',+ 02h 26' 37'',,,2013,310997,8797,time
75,SIMON GESCHKE,196,TEAM ARGOS-SHIMANO,86h 24' 22'',+ 02h 27' 42'',,,2013,311062,8862,time
76,MANUELE MORI,147,LAMPRE - MERIDA,86h 24' 59'',+ 02h 28' 19'',,,2013,311099,8899,time
77,PETER KENNAUGH,3,SKY PROCYCLING,86h 30' 26'',+ 02h 33' 46'',,,2013,311426,9226,time
78,JUAN JOSÉ OROZ UGALDE,117,EUSKALTEL - EUSKADI,86h 30' 35'',+ 02h 33' 55'',,,2013,311435,9235,time
79,JOSÉ ROJAS,129,MOVISTAR TEAM,86h 30' 45'',+ 02h 34' 05'',,,2013,311445,9245,time
80,SIMON GERRANS,181,ORICA GREENEDGE,86h 31' 16'',+ 02h 34' 36'',,,2013,311476,9276,time
81,JULIEN EL FARES,213,SOJASUN,86h 33' 08'',+ 02h 36' 28'',,,2013,311588,9388,time
82,PETER SAGAN,11,CANNONDALE,86h 35' 31'',+ 02h 38' 51'',,,2013,311731,9531,time
83,SERGEY LAGUTIN,206,VACANSOLEIL-DCM,86h 35' 35'',+ 02h 38' 55'',,,2013,311735,9535,time
84,FRANCESCO GAVAZZI,65,ASTANA PRO TEAM,86h 35' 48'',+ 02h 39' 08'',,,2013,311748,9548,time
85,MANUEL QUINZIATO,37,BMC RACING TEAM,86h 36' 14'',+ 02h 39' 34'',,,2013,311774,9574,time
86,MICHAEL ALBASINI,182,ORICA GREENEDGE,86h 37' 02'',+ 02h 40' 22'',,,2013,311822,9622,time
87,JULIEN SIMON,218,SOJASUN,86h 38' 04'',+ 02h 41' 24'',,,2013,311884,9684,time
88,LUIS ANGEL MATE MARDONES,137,"COFIDIS, SOLUTIONS CREDITS",86h 40' 08'',+ 02h 43' 28'',,,2013,312008,9808,time
89,ANTHONY DELAPLACE,212,SOJASUN,86h 40' 53'',+ 02h 44' 13'',,,2013,312053,9853,time
90,KANSTANTSIN SIUTSOU,7,SKY PROCYCLING,86h 41' 23'',+ 02h 44' 43'',,,2013,312083,9883,time
91,BRENT BOOKWALTER,32,BMC RACING TEAM,86h 41' 45'',+ 02h 45' 05'',,,2013,312105,9905,time
92,MATTEO TOSATTO,99,TEAM SAXO-TINKOFF,86h 44' 19'',+ 02h 47' 39'',,,2013,312259,10059,time
93,JUAN ANTONIO FLECHA GIANNONI,204,VACANSOLEIL-DCM,86h 44' 43'',+ 02h 48' 03'',,,2013,312283,10083,time
94,MORENO MOSER,17,CANNONDALE,86h 50' 07'',+ 02h 53' 27'',,,2013,312607,10407,time
95,ENRICO GASPAROTTO,64,ASTANA PRO TEAM,86h 50' 16'',+ 02h 53' 36'',,,2013,312616,10416,time
96,THOMAS DE GENDT,203,VACANSOLEIL-DCM,86h 50' 21'',+ 02h 53' 41'',,,2013,312621,10421,time
97,JONATHAN CASTROVIEJO NICOLAS,123,MOVISTAR TEAM,86h 50' 21'',+ 02h 53' 41'',,,2013,312621,10421,time
98,MARCUS BURGHARDT,33,BMC RACING TEAM,86h 50' 41'',+ 02h 54' 01'',,,2013,312641,10441,time
99,YUKIYA ARASHIRO,52,TEAM EUROPCAR,86h 51' 33'',+ 02h 54' 53'',,,2013,312693,10493,time
100,KRISTIJAN KOREN,15,CANNONDALE,86h 53' 43'',+ 02h 57' 03'',,,2013,312823,10623,time
101,JOHNNY HOOGERLAND,205,VACANSOLEIL-DCM,86h 54' 39'',+ 02h 57' 59'',,,2013,312879,10679,time
102,REIN TAARAMÄE,131,"COFIDIS, SOLUTIONS CREDITS",86h 55' 49'',+ 02h 59' 09'',,,2013,312949,10749,time
103,MARKEL IRIZAR ARRANBURU,45,RADIOSHACK LEOPARD,86h 56' 19'',+ 02h 59' 39'',,,2013,312979,10779,time
104,BRICE FEILLU,211,SOJASUN,86h 56' 25'',+ 02h 59' 45'',,,2013,312985,10785,time
105,LARS BOOM,161,BELKIN PRO CYCLING,86h 59' 32'',+ 03h 02' 52'',,,2013,313172,10972,time
106,TONY MARTIN,154,OMEGA PHARMA-QUICK STEP,87h 02' 05'',+ 03h 05' 25'',,,2013,313325,11125,time
107,DANIELE BENNATI,92,TEAM SAXO-TINKOFF,87h 02' 35'',+ 03h 05' 55'',,,2013,313355,11155,time
108,LARS BAK YTTING,22,LOTTO-BELISOL,87h 03' 52'',+ 03h 07' 12'',,,2013,313432,11232,time
109,ALBERTO LOSADA ALGUACIL,105,KATUSHA TEAM,87h 04' 06'',+ 03h 07' 26'',,,2013,313446,11246,time
110,PAVEL BRUTT,102,KATUSHA TEAM,87h 06' 27'',+ 03h 09' 47'',,,2013,313587,11387,time
111,ALAN MARANGONI,16,CANNONDALE,87h 06' 41'',+ 03h 10' 01'',,,2013,313601,11401,time
112,CYRIL LEMOINE,215,SOJASUN,87h 08' 18'',+ 03h 11' 38'',,,2013,313698,11498,time
113,DAVID MILLAR,176,GARMIN - SHARP,87h 11' 05'',+ 03h 14' 25'',,,2013,313865,11665,time
114,MACIEJ BODNAR,12,CANNONDALE,87h 11' 55'',+ 03h 15' 15'',,,2013,313915,11715,time
115,EGOITZ GARCIA ECHEGUIBEL,134,"COFIDIS, SOLUTIONS CREDITS",87h 13' 08'',+ 03h 16' 28'',,,2013,313988,11788,time
116,JEAN MARC MARINO,216,SOJASUN,87h 13' 10'',+ 03h 16' 30'',,,2013,313990,11790,time
117,FABIO SABATINI,18,CANNONDALE,87h 15' 20'',+ 03h 18' 40'',,,2013,314120,11920,time
118,IMANOL ERVITI,125,MOVISTAR TEAM,87h 15' 52'',+ 03h 19' 12'',,,2013,314152,11952,time
119,GATIS SMUKULIS,107,KATUSHA TEAM,87h 17' 46'',+ 03h 21' 06'',,,2013,314266,12066,time
120,RAMUNAS NAVARDAUSKAS,177,GARMIN - SHARP,87h 18' 09'',+ 03h 21' 29'',,,2013,314289,12089,time
121,JOHN DEGENKOLB,191,TEAM ARGOS-SHIMANO,87h 20' 03'',+ 03h 23' 23'',,,2013,314403,12203,time
122,ROMAIN SICARD,119,EUSKALTEL - EUSKADI,87h 20' 34'',+ 03h 23' 54'',,,2013,314434,12234,time
123,DAVID VEILLEUX,58,TEAM EUROPCAR,87h 20' 56'',+ 03h 24' 16'',,,2013,314456,12256,time
124,SÉBASTIEN MINARD,88,AG2R LA MONDIALE,87h 21' 08'',+ 03h 24' 28'',,,2013,314468,12268,time
125,BLEL KADRI,87,AG2R LA MONDIALE,87h 23' 57'',+ 03h 27' 17'',,,2013,314637,12437,time
126,JÉRÉMY ROY,78,FDJ.FR,87h 25' 19'',+ 03h 28' 39'',,,2013,314719,12519,time
127,DAVID LOPEZ GARCIA,5,SKY PROCYCLING,87h 25' 27'',+ 03h 28' 47'',,,2013,314727,12527,time
128,ELIA FAVILLI,144,LAMPRE - MERIDA,87h 27' 59'',+ 03h 31' 19'',,,2013,314879,12679,time
129,ANDRÉ GREIPEL,24,LOTTO-BELISOL,87h 28' 47'',+ 03h 32' 07'',,,2013,314927,12727,time
130,CAMERON MEYER,187,ORICA GREENEDGE,87h 28' 54'',+ 03h 32' 14'',,,2013,314934,12734,time
131,SEP VANMARCKE,168,BELKIN PRO CYCLING,87h 31' 13'',+ 03h 34' 33'',,,2013,315073,12873,time
132,MAARTEN WYNANTS,169,BELKIN PRO CYCLING,87h 33' 46'',+ 03h 37' 06'',,,2013,315226,13026,time
133,MURILO ANTONIO FISCHER,75,FDJ.FR,87h 34' 28'',+ 03h 37' 48'',,,2013,315268,13068,time
134,KÉVIN REZA,57,TEAM EUROPCAR,87h 35' 11'',+ 03h 38' 31'',,,2013,315311,13111,time
135,IAN STANNARD,8,SKY PROCYCLING,87h 35' 29'',+ 03h 38' 49'',,,2013,315329,13129,time
136,SERGIO MIGUEL MOREIRA PAULINHO,96,TEAM SAXO-TINKOFF,87h 35' 38'',+ 03h 38' 58'',,,2013,315338,13138,time
137,DAVIDE CIMOLAI,143,LAMPRE - MERIDA,87h 37' 11'',+ 03h 40' 31'',,,2013,315431,13231,time
138,KOEN DE KORT,193,TEAM ARGOS-SHIMANO,87h 37' 35'',+ 03h 40' 55'',,,2013,315455,13255,time
139,RUBEN PEREZ MORENO,118,EUSKALTEL - EUSKADI,87h 39' 55'',+ 03h 43' 15'',,,2013,315595,13395,time
140,GERAINT THOMAS,9,SKY PROCYCLING,87h 40' 14'',+ 03h 43' 34'',,,2013,315614,13414,time
141,ALIAKSANDR KUCHYNSKI,104,KATUSHA TEAM,87h 41' 42'',+ 03h 45' 02'',,,2013,315702,13502,time
142,MATTEO TRENTIN,158,OMEGA PHARMA-QUICK STEP,87h 42' 10'',+ 03h 45' 30'',,,2013,315730,13530,time
143,SAMUEL DUMOULIN,84,AG2R LA MONDIALE,87h 43' 51'',+ 03h 47' 11'',,,2013,315831,13631,time
144,BOY VAN POPPEL,207,VACANSOLEIL-DCM,87h 44' 55'',+ 03h 48' 15'',,,2013,315895,13695,time
145,ROY CURVERS,192,TEAM ARGOS-SHIMANO,87h 45' 10'',+ 03h 48' 30'',,,2013,315910,13710,time
146,JOHANNES FRÖHLINGER,195,TEAM ARGOS-SHIMANO,87h 45' 42'',+ 03h 49' 02'',,,2013,315942,13742,time
147,ALEXANDER KRISTOFF,103,KATUSHA TEAM,87h 46' 30'',+ 03h 49' 50'',,,2013,315990,13790,time
148,MARK CAVENDISH,151,OMEGA PHARMA-QUICK STEP,87h 48' 44'',+ 03h 52' 04'',,,2013,316124,13924,time
149,NIKI TERPSTRA,157,OMEGA PHARMA-QUICK STEP,87h 48' 45'',+ 03h 52' 05'',,,2013,316125,13925,time
150,THOMAS LEEZER,163,BELKIN PRO CYCLING,87h 50' 35'',+ 03h 53' 55'',,,2013,316235,14035,time
151,JONATHAN HIVERT,214,SOJASUN,87h 53' 49'',+ 03h 57' 09'',,,2013,316429,14229,time
152,MATTHEW HARLEY GOSS,184,ORICA GREENEDGE,87h 54' 04'',+ 03h 57' 24'',,,2013,316444,14244,time
153,GERT STEEGMANS,156,OMEGA PHARMA-QUICK STEP,87h 55' 54'',+ 03h 59' 14'',,,2013,316554,14354,time
154,BRETT DANIEL LANCASTER,186,ORICA GREENEDGE,87h 56' 59'',+ 04h 00' 19'',,,2013,316619,14419,time
155,BRIAN VANDBORG,19,CANNONDALE,87h 57' 01'',+ 04h 00' 21'',,,2013,316621,14421,time
156,JÉRÔME COUSIN,53,TEAM EUROPCAR,87h 57' 50'',+ 04h 01' 10'',,,2013,316670,14470,time
157,ROBERTO FERRARI,145,LAMPRE - MERIDA,87h 58' 49'',+ 04h 02' 09'',,,2013,316729,14529,time
158,YOHANN GENE,55,TEAM EUROPCAR,87h 59' 46'',+ 04h 03' 06'',,,2013,316786,14586,time
159,JÉRÔME PINEAU,155,OMEGA PHARMA-QUICK STEP,87h 59' 51'',+ 04h 03' 11'',,,2013,316791,14591,time
160,JURGEN ROELANDTS,27,LOTTO-BELISOL,87h 59' 58'',+ 04h 03' 18'',,,2013,316798,14598,time
161,STUART O'GRADY,188,ORICA GREENEDGE,88h 00' 07'',+ 04h 03' 27'',,,2013,316807,14607,time
162,GREGORY HENDERSON,26,LOTTO-BELISOL,88h 01' 06'',+ 04h 04' 26'',,,2013,316866,14666,time
163,FREDERIK WILLEMS,29,LOTTO-BELISOL,88h 01' 58'',+ 04h 05' 18'',,,2013,316918,14718,time
164,ALBERT TIMMER,198,TEAM ARGOS-SHIMANO,88h 03' 59'',+ 04h 07' 19'',,,2013,317039,14839,time
165,JUAN JOSÉ LOBATO DEL VALLE,115,EUSKALTEL - EUSKADI,88h 04' 39'',+ 04h 07' 59'',,,2013,317079,14879,time
166,MARCEL KITTEL,197,TEAM ARGOS-SHIMANO,88h 06' 48'',+ 04h 10' 08'',,,2013,317208,15008,time
167,DMITRIY MURAVYEV,69,ASTANA PRO TEAM,88h 18' 26'',+ 04h 21' 46'',,,2013,317906,15706,time
168,ASSAN BAZAYEV,62,ASTANA PRO TEAM,88h 21' 32'',+ 04h 24' 52'',,,2013,318092,15892,time
169,SVEIN TUFT,189,ORICA GREENEDGE,88h 24' 35'',+ 04h 27' 55'',,,2013,318275,16075,time
1,VINCENZO NIBALI,41,ASTANA PRO TEAM,89h 59' 06'',-,,,2014,323946,0,time
2,JEAN-CHRISTOPHE PÉRAUD,81,AG2R LA MONDIALE,90h 06' 43'',+ 00h 07' 37'',,,2014,324403,457,time
3,THIBAUT PINOT,127,FDJ.FR,90h 07' 21'',+ 00h 08' 15'',,,2014,324441,495,time
4,ALEJANDRO VALVERDE,11,MOVISTAR TEAM,90h 08' 46'',+ 00h 09' 40'',,,2014,324526,580,time
5,TEJAY VAN GARDEREN,141,BMC RACING TEAM,90h 10' 30'',+ 00h 11' 24'',,,2014,324630,684,time
6,ROMAIN BARDET,82,AG2R LA MONDIALE,90h 10' 32'',+ 00h 11' 26'',,,2014,324632,686,time
7,LEOPOLD KONIG,201,TEAM NETAPP-ENDURA,90h 13' 38'',+ 00h 14' 32'',,,2014,324818,872,time
8,HAIMAR ZUBELDIA,169,TREK FACTORY RACING,90h 17' 03'',+ 00h 17' 57'',,,2014,325023,1077,time
9,LAURENS TEN DAM,67,BELKIN PRO CYCLING,90h 17' 17'',+ 00h 18' 11'',,,2014,325037,1091,time
10,BAUKE MOLLEMA,61,BELKIN PRO CYCLING,90h 20' 21'',+ 00h 21' 15'',,,2014,325221,1275,time
11,PIERRE ROLLAND,151,TEAM EUROPCAR,90h 22' 13'',+ 00h 23' 07'',,,2014,325333,1387,time
12,FRANK SCHLECK,161,TREK FACTORY RACING,90h 24' 54'',+ 00h 25' 48'',,,2014,325494,1548,time
13,JURGEN VAN DEN BROECK,131,LOTTO-BELISOL,90h 33' 07'',+ 00h 34' 01'',,,2014,325987,2041,time
14,YURY TROFIMOV,29,TEAM KATUSHA,90h 35' 47'',+ 00h 36' 41'',,,2014,326147,2201,time
15,STEVEN KRUIJSWIJK,64,BELKIN PRO CYCLING,90h 37' 21'',+ 00h 38' 15'',,,2014,326241,2295,time
16,BRICE FEILLU,211,BRETAGNE - SECHE ENVIRONNEMENT,90h 43' 05'',+ 00h 43' 59'',,,2014,326585,2639,time
17,CHRISTOPHER HORNER,114,LAMPRE - MERIDA,90h 43' 37'',+ 00h 44' 31'',,,2014,326617,2671,time
18,MIKEL NIEVE ITURRALDE,5,TEAM SKY,90h 45' 37'',+ 00h 46' 31'',,,2014,326737,2791,time
19,JOHN GADRET,13,MOVISTAR TEAM,90h 46' 36'',+ 00h 47' 30'',,,2014,326796,2850,time
20,TANEL KANGERT,46,ASTANA PRO TEAM,90h 51' 17'',+ 00h 52' 11'',,,2014,327077,3131,time
21,BEN GASTAUER,85,AG2R LA MONDIALE,90h 57' 06'',+ 00h 58' 00'',,,2014,327426,3480,time
22,GERAINT THOMAS,8,TEAM SKY,90h 58' 20'',+ 00h 59' 14'',,,2014,327500,3554,time
23,RICHIE PORTE,7,TEAM SKY,91h 00' 14'',+ 01h 01' 08'',,,2014,327614,3668,time
24,JAN BAKELANTS,72,OMEGA PHARMA-QUICK STEP,91h 05' 34'',+ 01h 06' 28'',,,2014,327934,3988,time
25,CYRIL GAUTIER,154,TEAM EUROPCAR,91h 07' 53'',+ 01h 08' 47'',,,2014,328073,4127,time
26,MICHAEL ROGERS,38,TINKOFF-SAXO,91h 16' 59'',+ 01h 17' 53'',,,2014,328619,4673,time
27,PETER VELITS,149,BMC RACING TEAM,91h 18' 44'',+ 01h 19' 38'',,,2014,328724,4778,time
28,MICHAL KWIATKOWSKI,74,OMEGA PHARMA-QUICK STEP,91h 21' 01'',+ 01h 21' 55'',,,2014,328861,4915,time
29,TONY GALLOPIN,134,LOTTO-BELISOL,91h 28' 30'',+ 01h 29' 24'',,,2014,329310,5364,time
30,ARNOLD JEANNESSON,124,FDJ.FR,91h 32' 33'',+ 01h 33' 27'',,,2014,329553,5607,time
31,LUIS ANGEL MATE MARDONES,175,"COFIDIS, SOLUTIONS CREDITS",91h 35' 58'',+ 01h 36' 52'',,,2014,329758,5812,time
32,MARCEL WYSS,199,IAM CYCLING,91h 37' 33'',+ 01h 38' 27'',,,2014,329853,5907,time
33,TOM DUMOULIN,106,TEAM GIANT-SHIMANO,91h 47' 06'',+ 01h 48' 00'',,,2014,330426,6480,time
34,SYLVAIN CHAVANEL,192,IAM CYCLING,91h 47' 19'',+ 01h 48' 13'',,,2014,330439,6493,time
35,PETER STETINA,147,BMC RACING TEAM,91h 51' 42'',+ 01h 52' 36'',,,2014,330702,6756,time
36,JAKOB FUGLSANG,42,ASTANA PRO TEAM,91h 53' 56'',+ 01h 54' 50'',,,2014,330836,6890,time
37,GIOVANNI VISCONTI,19,MOVISTAR TEAM,91h 55' 34'',+ 01h 56' 28'',,,2014,330934,6988,time
38,GREG VAN AVERMAET,148,BMC RACING TEAM,91h 55' 40'',+ 01h 56' 34'',,,2014,330940,6994,time
39,NICOLAS ROCHE,37,TINKOFF-SAXO,91h 57' 51'',+ 01h 58' 45'',,,2014,331071,7125,time
40,BRAM TANKINK,66,BELKIN PRO CYCLING,91h 58' 08'',+ 01h 59' 02'',,,2014,331088,7142,time
41,ION IZAGUIRRE INSAUSTI,16,MOVISTAR TEAM,91h 59' 56'',+ 02h 00' 50'',,,2014,331196,7250,time
42,THOMAS VOECKLER,159,TEAM EUROPCAR,92h 07' 44'',+ 02h 08' 38'',,,2014,331664,7718,time
43,MICHAEL SCHÄR,146,BMC RACING TEAM,92h 08' 49'',+ 02h 09' 43'',,,2014,331729,7783,time
